user_id,age,gender,occupation
875,0.3287671232876712,F,student
876,0.5616438356164384,M,other
877,0.410958904109589,M,other
878,0.684931506849315,F,educator
879,0.4520547945205479,F,administrator
880,0.1780821917808219,M,student
881,0.5342465753424658,M,marketing
882,0.4794520547945205,M,engineer
883,0.6712328767123288,M,librarian
884,0.6027397260273972,M,engineer
885,0.410958904109589,F,other
886,0.273972602739726,M,student
887,0.1917808219178082,F,student
888,0.5616438356164384,M,scientist
889,0.3287671232876712,M,technician
890,0.4383561643835616,M,student
891,0.6986301369863014,F,administrator
892,0.4931506849315068,M,other
893,0.3424657534246575,M,student
894,0.6438356164383562,M,educator
895,0.4246575342465753,F,librarian
896,0.3835616438356164,M,writer
897,0.410958904109589,M,other
898,0.3150684931506849,M,homemaker
899,0.4383561643835616,M,other
900,0.821917808219178,M,retired
901,0.5205479452054794,M,executive
902,0.6164383561643836,F,artist
903,0.3835616438356164,M,educator
904,0.2328767123287671,F,student
905,0.3698630136986301,M,other
906,0.6164383561643836,M,librarian
907,0.3424657534246575,F,other
908,0.6027397260273972,F,librarian
909,0.684931506849315,F,educator
910,0.3835616438356164,M,healthcare
911,0.5068493150684932,F,writer
912,0.6986301369863014,M,other
913,0.3698630136986301,M,student
914,0.6027397260273972,F,other
915,0.684931506849315,M,entertainment
916,0.3698630136986301,M,engineer
917,0.3013698630136986,F,student
918,0.547945205479452,M,scientist
919,0.3424657534246575,M,other
920,0.410958904109589,F,artist
921,0.273972602739726,F,student
922,0.3972602739726027,F,administrator
923,0.2876712328767123,M,student
924,0.3972602739726027,M,other
925,0.2465753424657534,F,salesman
926,0.6712328767123288,M,entertainment
927,0.3150684931506849,M,programmer
928,0.2876712328767123,M,student
929,0.6027397260273972,M,scientist
930,0.3835616438356164,F,scientist
931,0.821917808219178,M,educator
932,0.7945205479452054,M,educator
933,0.3835616438356164,M,student
934,0.8356164383561644,M,engineer
935,0.5753424657534246,M,doctor
936,0.3287671232876712,M,other
937,0.6575342465753424,M,educator
938,0.5205479452054794,F,technician
939,0.3561643835616438,F,student
940,0.4383561643835616,M,administrator
941,0.273972602739726,M,student
942,0.6575342465753424,F,librarian
943,0.3013698630136986,M,student
